director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
Dan Brown,Angus Cloud,Jessica Garza,Elliot Knight,Thriller Crime,your lucky day,Angus Cloud Jessica Garza Elliot Knight Dan Brown Thriller Crime
Tyler MacIntyre,Joel McHale,Justin Long,Jane Widdop,Horror Comedy,it's a wonderful knife,Joel McHale Justin Long Jane Widdop Tyler MacIntyre Horror Comedy
John Trengove,Jesse Eisenberg,Adrien Brody,Odessa Young,Mystery Thriller Drama,manodrome,Jesse Eisenberg Adrien Brody Odessa Young John Trengove Mystery Thriller Drama
Chris Soriano,Chris Soriano,Haley Weber,Hillary Soriano,Drama,the master chief: part one,Chris Soriano Haley Weber Hillary Soriano Chris Soriano Drama
Mary Lambert,Brandy Norwood,Heather Graham,Matt Cedeño,Comedy,best. christmas. ever!,Brandy Norwood Heather Graham Matt Cedeño Mary Lambert Comedy
Francis Lawrence,Tom Blyth,Rachel Zegler,Peter Dinklage,Drama Science Fiction Action,the hunger games: the ballad of songbirds & snakes,Tom Blyth Rachel Zegler Peter Dinklage Francis Lawrence Drama Science Fiction Action
Walt Dohrn,Anna Kendrick,Justin Timberlake,Kenan Thompson,Animation Family Music Fantasy Comedy,trolls band together,Anna Kendrick Justin Timberlake Kenan Thompson Walt Dohrn Animation Family Music Fantasy Comedy
Eli Roth,Patrick Dempsey,Addison Rae,Milo Manheim,Horror Mystery Thriller,thanksgiving,Patrick Dempsey Addison Rae Milo Manheim Eli Roth Horror Mystery Thriller
Taika Waititi,Michael Fassbender,Oscar Kightley,Kaimana,Comedy Drama,next goal wins,Michael Fassbender Oscar Kightley Kaimana Taika Waititi Comedy Drama
Emerald Fennell,Barry Keoghan,Jacob Elordi,Rosamund Pike,Drama Comedy Thriller,saltburn,Barry Keoghan Jacob Elordi Rosamund Pike Emerald Fennell Drama Comedy Thriller
Todd Haynes,Natalie Portman,Julianne Moore,Charles Melton,Drama Comedy,may december,Natalie Portman Julianne Moore Charles Melton Todd Haynes Drama Comedy
Tim Story,Lil Rel Howery,Ludacris,Madison Skye Validum,Fantasy Family Comedy,dashing through the snow,Lil Rel Howery Ludacris Madison Skye Validum Tim Story Fantasy Family Comedy
Paul Briganti,Ben Marshall,John Higgins,Martin Herlihy,Comedy Adventure,please don't destroy: the treasure of foggy mountain,Ben Marshall John Higgins Martin Herlihy Paul Briganti Comedy Adventure
"Robert Smigel, Robert Marianetti, David Wachtenheim",Robert Smigel,Robert Marianetti,David Wachtenheim (directors); Adam Sandler,Animation Comedy Family,leo,"Robert Smigel Robert Marianetti David Wachtenheim (directors); Adam Sandler Robert Smigel, Robert Marianetti, David Wachtenheim Animation Comedy Family"
"Chris Buck, Fawn Veerasunthorn",Ariana DeBose,Chris Pine,Alan Tudyk,Animation Family Fantasy Adventure,wish,"Ariana DeBose Chris Pine Alan Tudyk Chris Buck, Fawn Veerasunthorn Animation Family Fantasy Adventure"
Ridley Scott,Joaquin Phoenix,Vanessa Kirby,Tahar Rahim,History War Romance,napoleon,Joaquin Phoenix Vanessa Kirby Tahar Rahim Ridley Scott History War Romance
Bradley Cooper,Carey Mulligan,Bradley Cooper,Matt Bomer,Drama Romance Music,maestro,Carey Mulligan Bradley Cooper Matt Bomer Bradley Cooper Drama Romance Music
Sam Esmail,Julia Roberts,Mahershala Ali,Ethan Hawke,Drama Mystery Thriller,leave the world behind,Julia Roberts Mahershala Ali Ethan Hawke Sam Esmail Drama Mystery Thriller
Phil Traill,Kenan Thompson,Kel Mitchell,unknown,Family Comedy,good burger 2,Kenan Thompson Kel Mitchell unknown Phil Traill Family Comedy
Sam Boyd,Melissa McCarthy,Paapa Essiedu,Denée Benton,Fantasy Comedy,genie,Melissa McCarthy Paapa Essiedu Denée Benton Sam Boyd Fantasy Comedy
McG,Jennifer Garner,Ed Helms,Emma Myers,Comedy Fantasy Family,family switch,Jennifer Garner Ed Helms Emma Myers McG Comedy Fantasy Family
Beyoncé,Beyoncé (director); Beyoncé,Blue Ivy Carter,Megan Thee Stallion,Music Documentary,renaissance: a film by beyoncé,Beyoncé (director); Beyoncé Blue Ivy Carter Megan Thee Stallion Beyoncé Music Documentary
John Woo,Joel Kinnaman,Scott Mescudi,Harold Torres,Action Thriller Crime,silent night,Joel Kinnaman Scott Mescudi Harold Torres John Woo Action Thriller Crime
Reginald Hudlin,Eddie Murphy,Tracee Ellis Ross,Jillian Bell,Comedy Fantasy Family,candy cane lane,Eddie Murphy Tracee Ellis Ross Jillian Bell Reginald Hudlin Comedy Fantasy Family
William Oldroyd,Thomasin McKenzie,Shea Whigham,Marin Ireland,Thriller Drama Crime,eileen,Thomasin McKenzie Shea Whigham Marin Ireland William Oldroyd Thriller Drama Crime
Brock Heasley,Kristoffer Polaha,Neal McDonough,Elizabeth Tabish,Science Fiction Fantasy Thriller,the shift,Kristoffer Polaha Neal McDonough Elizabeth Tabish Brock Heasley Science Fiction Fantasy Thriller
Stephanie Garvin,Kelly Stables,Neal McDonough,Sean Astin,Comedy Romance,holiday twist,Kelly Stables Neal McDonough Sean Astin Stephanie Garvin Comedy Romance
Melissa Vitello,Melissa Vitello (director); Gunnar Garrett (screnplay); Ava Cantrell,Tren Reed-Brown,Hermione Lynch,Horror Thriller,abigail,Melissa Vitello (director); Gunnar Garrett (screnplay); Ava Cantrell Tren Reed-Brown Hermione Lynch Melissa Vitello Horror Thriller
"Brett Sullivan, Jessie Nelson",Sara Bareilles,Drew Gehling,Charity Angél Dawson,Comedy Drama,waitress: the musical,"Sara Bareilles Drew Gehling Charity Angél Dawson Brett Sullivan, Jessie Nelson Comedy Drama"
Yorgos Lanthimos,Emma Stone,Mark Ruffalo,Willem Dafoe,Science Fiction Romance Comedy,poor things,Emma Stone Mark Ruffalo Willem Dafoe Yorgos Lanthimos Science Fiction Romance Comedy
Ava DuVernay,Aunjanue Ellis-Taylor,Jon Bernthal,Vera Farmiga,Drama,origin,Aunjanue Ellis-Taylor Jon Bernthal Vera Farmiga Ava DuVernay Drama
Luke Cormican,Wesley Kimmel,Spencer Howell,Hunter Dillon,Animation Comedy Family,diary of a wimpy kid christmas: cabin fever,Wesley Kimmel Spencer Howell Hunter Dillon Luke Cormican Animation Comedy Family
Bill Oliver,Luke Evans,Billy Porter,Christopher Woodley,Drama,our son,Luke Evans Billy Porter Christopher Woodley Bill Oliver Drama
Darren Lynn Bousman,Jeremy Irons,Samer Ismail,Elham Ali,Drama,the cello,Jeremy Irons Samer Ismail Elham Ali Darren Lynn Bousman Drama
Darin Scott,Darin Scott,Nora Dale,Karina Lombard,Comedy Thriller,the oath,Darin Scott Nora Dale Karina Lombard Darin Scott Comedy Thriller
"Matt Burnett, Ben Levin",Philip Solomon,Noël Wells,H. Michael Croner,Animation Family TV Movie Adventure Comedy Fantasy,craig before the creek,"Philip Solomon Noël Wells H. Michael Croner Matt Burnett, Ben Levin Animation Family TV Movie Adventure Comedy Fantasy"
Paul King,Timothée Chalamet,Calah Lane,Keegan-Michael Key,Comedy Family Fantasy,wonka,Timothée Chalamet Calah Lane Keegan-Michael Key Paul King Comedy Family Fantasy
Sam Fell,Thandiwe Newton,Zachary Levi,Bella Ramsey,Family Animation Adventure Comedy,chicken run: dawn of the nugget,Thandiwe Newton Zachary Levi Bella Ramsey Sam Fell Family Animation Adventure Comedy
Zack Snyder,Sofia Boutella,Charlie Hunnam,Michiel Huisman,Science Fiction Action Drama,rebel moon,Sofia Boutella Charlie Hunnam Michiel Huisman Zack Snyder Science Fiction Action Drama
Cord Jefferson,Jeffrey Wright,Tracee Ellis Ross,Issa Rae,Comedy Drama,american fiction,Jeffrey Wright Tracee Ellis Ross Issa Rae Cord Jefferson Comedy Drama
Simon Cellan Jones,Mark Wahlberg,Michelle Monaghan,Saïd Taghmaoui,Action Comedy,the family plan,Mark Wahlberg Michelle Monaghan Saïd Taghmaoui Simon Cellan Jones Action Comedy
Brian Helgeland,Ben Foster,Toby Wallace,Jenna Ortega,Crime Drama Thriller,finestkind,Ben Foster Toby Wallace Jenna Ortega Brian Helgeland Crime Drama Thriller
Jonathan Glazer,Christian Friedel,Sandra Hüller,unknown,History Drama,the zone of interest,Christian Friedel Sandra Hüller unknown Jonathan Glazer History Drama
Èric Boadella,Robert DeCesare,Kathryn Schott,Taylor Nichols,Drama Thriller,city of love,Robert DeCesare Kathryn Schott Taylor Nichols Èric Boadella Drama Thriller
James Wan,Jason Momoa,Patrick Wilson,Amber Heard,Action Adventure Fantasy,aquaman and the lost kingdom,Jason Momoa Patrick Wilson Amber Heard James Wan Action Adventure Fantasy
Benjamin Renner,Kumail Nanjiani,Elizabeth Banks,Awkwafina,Animation Action Adventure Comedy Family,migration,Kumail Nanjiani Elizabeth Banks Awkwafina Benjamin Renner Animation Action Adventure Comedy Family
Will Gluck,Sydney Sweeney,Glen Powell,Alexandra Shipp,Romance Comedy,anyone but you,Sydney Sweeney Glen Powell Alexandra Shipp Will Gluck Romance Comedy
Sean Durkin,Zac Efron,Jeremy Allen White,Harris Dickinson,Drama History,the iron claw,Zac Efron Jeremy Allen White Harris Dickinson Sean Durkin Drama History
Matthew Brown,Anthony Hopkins,Matthew Goode,Liv Lisa Fries,Drama,freud's last session,Anthony Hopkins Matthew Goode Liv Lisa Fries Matthew Brown Drama
Michel Franco,Jessica Chastain,Peter Sarsgaard,Merritt Wever,Action Thriller Crime,memory,Jessica Chastain Peter Sarsgaard Merritt Wever Michel Franco Action Thriller Crime
Blitz Bazawule,Fantasia Barrino,Taraji P. Henson,Danielle Brooks,Drama,the color purple,Fantasia Barrino Taraji P. Henson Danielle Brooks Blitz Bazawule Drama
George Clooney,Callum Turner,Joel Edgerton,Peter Guinness,Drama History,the boys in the boat,Callum Turner Joel Edgerton Peter Guinness George Clooney Drama History
Michael Mann,Adam Driver,Penelope Cruz,Shailene Woodley,History Drama,ferrari,Adam Driver Penelope Cruz Shailene Woodley Michael Mann History Drama
Dan Levy,Dan Levy,Ruth Negga,Himesh Patel,Comedy Drama,good grief,Dan Levy Ruth Negga Himesh Patel Dan Levy Comedy Drama
